text,label
"沒有程式碼，沒寫作業的樣子
",1
"註解的縮排注意一下
",1
"不知道是用的版本太新的關係，那個IDEA我沒辦法跑
不過單從程式碼上看沒什麼太大的問題",1
lotteryNumbers=5不是6,1
中文提示字可以多一點 例如重新輸入,1
可以增加提示 例如重新輸入,1
可以讚,0
%n好像是多寫的，可以改掉一下,1
做的很棒,0
totalNumbers >= lotteryNumbers 應該都要可以生成號碼,1
平均值應該每一組獨立輸出,1
平均值計算錯誤,1
運算上沒有問題，但是輸出需要在最後全部一起輸出 (依照老師作業說明最後的輸出格式,1
裡面只有老師給的檔案，是沒push 上來嗎?,1
雖然有多餘的程式碼就是了,1
經測試只有第一組是正確的第二組後開始出現錯誤,1
有達到要求 very nice,1
組別跟平均只有第一組是對的,1
"平均值應該每一組獨立輸出
",1
"平均值計算錯誤
",1
"Good!
",0
正確無誤!,1
平均值輸出應為小數點後兩位(包括尾數為0時)，請見作業輸出範例。,1
平均值輸出應為小數點後兩位(包括小數點後第二位為0時)，請見作業輸出範例。,1
"空的
",0
getInfo沒有將此方法定義為 無法覆寫(override) 的方法。其他沒問題,1
寫得很好!!,0
沒做功課喔!!,0
可以加一點註解，注意程式碼要空行,1
程式碼區塊間可以有空行，這樣看起來會更整齊乾淨,1
感覺不要偷懶用HSR比較好,1
good，可以加上註解讓大家更好了解各個小區塊是實現什麼功能,1
應該只需要宣告 Railway 陣列，不須宣告其他類別的陣列,1
沒寫，全部空白。,0
Well!!!,0
輸出All conductor and passenger時 數字沒有對齊,1
沒寫作業,0
HighSpeedRail裡的calcPrice是回傳int不是double喔,1
符合題意 真的很棒:),1
請宣告一個railway類別的物件陣列,1
沒寫,0
HighSpeedRail 裡面沒有寫到getter&setter,1
"讚讚
",0
讚讚 不過子類別的成員變數記得加private,1
中規中矩，符合要求,1
HighSpeedRail & Train 的setter &getter沒寫到,1
沒有寫getter、setter,1
"對對對
",0
超強,0
"Exception in thread ""main"" java.util.InputMismatchException
        at java.base/java.util.Scanner.throwFor(Scanner.java:947)
        at java.base/java.util.Scanner.next(Scanner.java:1602)
        at java.base/java.util.Scanner.nextInt(Scanner.java:2267)
        at java.base/java.util.Scanner.nextInt(Scanner.java:2221)
        at Main.main(Main.java:31)
錯誤，你可能要改next();",1
Nice~~~,0
Good，有達成,0
"這檔案怪怪的?????
為什麼我打不開(IDEA左邊資料夾不會顯示)，而且嘗試很多次，不過單純打開資料夾程式碼我可以看得到
",1
一樣空的,0
有補上了GOOD,0
改的很棒,1
改得很棒,1
下次記得Input high speed rail conductorname: 用print就好，不需要println換行喔,1
有按照要求,1
中間可以分段一下ㄛ,1
pass!,0
paaaaaas~,0
未達到要求,1
程式無法執行，少了Transportation.java,1
我想你應該沒有 push 到檔案喔,1
完美,0
??,0
???,0
Main.java 中的 double price = scanner.nextInt 應修改為 double price = scanner.nextDouble,1
少一個Transportation,1
Way 記得轉成double，才不會出問題,1
你的Transportation沒有在裡面喔,1
"way 記得轉成double
",1
註解可以寫得更詳細一點,1
小數點輸出未處理完善，特定測資會出錯,1
(double)/(int)放在input road/way那一行比較好,1
中規中矩，做得符合作業要求,1
中規中矩，符合作業要求,1
"Input taxi driver:5
Input taxi price:5
Input taxi way:200
Input train driver:G
Input train price:3.3
Input train road:6
Input train driver:J
Input train price:5.5
Input train road:3

All driver and price:
5 1000.0
G 19.799999999999997
J 16.5

output 再加油",1
題目沒有說TAXI TRAIN TRANSPORTATION 要SETTER 請你修正!!!,1
題目沒有規定TAXI TRAIN TRANSPORTATION 要SETTER 請你好好的修正!!!,1
"for (int i = 0; i < railwayArray.length; i++) {
            Transportation railway;
            if (random.nextBoolean()) {
                System.out.print(""Input train driver: "");
                String driver = scanner.next();
                System.out.print(""Input train price: "");
                double price = scanner.nextInt();
                System.out.print(""Input train road: "");
                double road = scanner.nextDouble();

                railway = new Train(driver,price,road);
            }
            else {
                System.out.print(""Input taxi driver: "");
                String driver = scanner.next();
                System.out.print(""Input taxi price: "");
                double price = scanner.nextInt();
                System.out.print(""Input taxi way: "");
                int way = scanner.nextInt();

                railway = new Taxi(driver,price,way);

            }
            railwayArray[i] = railway;
        }
你的Train class 的price 的input 需是double型態，nextInt();=>nextDouble();",1
"Input taxi driver: K
Input taxi price: 5
Input taxi way: 20
Input train driver: L
Input train price: 2.3
Input train road: 6
Input train driver: I
Input train price: 6.6
Input train road: 3
All driver and price
K 100.0
L 13.799999999999999
I 19.799999999999997

output 再進行些微修改會更好",1
有提示輸入型態 讚,1
有詳細註解 讚,1
GOOOOOOOOOOOOD,0
PAAAAAAAAAAS,0
git 沒推好，transportation 不見了,1
"train 的計算怪怪的
Tom 50.7 24
再稍微注意一下",1
Taxi 跟 Train的Get沒做,1
沒改,0
"very good
",0
題目沒有說要SETTER 沒有更正作業,1
很棒 作業有更正了 超棒!!!,1
無Transportation.java,1
但是可以不用同時加入setter 和 getter喔,1
"getter 和 setter 可以不同實存在喔
",1
測試用輸出可以刪除,1
註解應更詳細，輸出時小數點沒有設定輸出位數,1
可以加上更詳細的註解,1
記得寫註解,1
這就是傳說中的無字天書嗎?,1
你的程式碼是要我火烤後才顯示嗎?,1
Great!!!,0
對,0
沒有push 到檔案喔,1
程式碼淺顯易懂,1
"主要問題: 作業要求是當使用者輸入錯誤時，只需重新入該項，而非三項都重新輸入

可改可不改的問題: 作業說明是在main 中 getSysGesture 來輸出，而不是在play 中直接輸出",1
空白 未寫,0
Yes,0
GOOD!!,0
寫得真高端,0
很棒 :D,0
寫得真完整,0
寫得很清楚 淺顯易懂 GOOD!,1
"你有初始化 enum value，所以 play 可以這樣寫：
if(user[i].getValue() != sysGesture[i].getValue()) {
                winCount += (user[i].getValue() > sysGesture[i].getValue() ? 1 : -1);
            }",1
sysGesture是不用建Setter的喔,1
"(選擇性修正)遺漏輸出: ---All system gestures---
(選擇性修正)System gestures 輸出不是小寫(提示: .toLowerCase())",1
可以，多做蠻多功能的,1
中規中矩有符合題目要求,1
ok中規中矩的完成了,1
比賽結果判斷不對。輸出在錯誤的地方。,1
比賽判斷錯誤，沒有在正確的檔案中輸出。,1
PAASSSS,0
超棒!!!!!:)，很認真。,0
"scissors
scissors
scissors
---ALL system gestures---
STONE
PAPER
PAPER
Game tie
你的win跟lose 沒有+1
你的條件判斷是有問題
public String play(Gesture[] user) {
        int win = 0, lose = 0;
        for (int i = 0; i < 3; i++) {
            sysGesture[i] = generateGestureByRandom();
            if (user[i].equals(""scissors"")) {
                if (sysGesture[i].equals(""PAPER"")) {
                    win += 1;
                }
                if (sysGesture[i].equals(""STONE"")) {
                    lose += 1;
                }
                if (sysGesture[i].equals(""SCISSORS"")) {
                    //win = win;
                    //lose = lose;
                }
            } else if (user[i].equals(""paper"")) {
                if (sysGesture[i].equals(""STONE"")) {
                    win += 1;
                }
                if (sysGesture[i].equals(""SCISSORS"")) {
                    lose += 1;
                }
                if (sysGesture[i].equals(""PAPER"")) {
                    win = win;
                    lose = lose;
                }
            }else if (user[i].equals(""stone"")) {
                if (sysGesture[i].equals(""SCISSORS"")) {
                    win += 1;
                }
                if (sysGesture[i].equals(""PAPER"")) {
                    lose += 1;
                }
                if (sysGesture[i].equals(""STONE"")) {
                    win = win;
                    lose = lose;
                }
            }
        }
你應該是用使用者輸入去判斷win and lose 的條件，加油。",1
空白,0
可以可以很棒!,0
可以超棒的!，輸出符合,1
可以，NotLucky~,0
很棒:D,0
正確 符合題目要求,1
EXCELLENT !!!,0
Setter沒刪掉,1
"讚
",0
Nice!!!,0
程式碼應加上註解,1
全部檔案完全空白，似乎沒有push上來,1
完全空白,0
正確無誤,1
非常棒，符合要求,1
非常非常棒，符合題目要求,1
非常非常棒棒棒，有符合題目的要求輸出,1
"記得加上註
",0
"記得加上註
輸出文字應更加清楚",1
符合要求，但懷疑有chat gxx打code行為,1
Main的instanceof那邊可以打else就好,1
GOOD!! 註解很詳細 連GETTER都有註解很棒,1
Nice~,0
Good~,0
"CCC[i].getClass().getTypeName() == ""MobilePhone""可以用CCC[i] instanceof MobilePhone代替",1
很棒 符合題目敘述 但是變數名稱可以取更淺顯易懂一點:D,1
Great!,0
可以用print就好不用printf,1
沒有寫作業,1
GOOD,0
主要邏輯都沒問題，但建議修改輸出 phone brand 的部分，使和題目一樣喔,1
正確 有註解 很詳細 讚,1
"有小錯誤。
在ThreeCProduct.java中，turnOff()應依題目印出""3C shut down""而非""3C power off""。",1
作業忘記寫了,0
符合題目，很棒!,1
有符合，很棒！！！,0
很棒有符合條件!!,1
有達到標準,1
GOODDDDD!!!,0
記得加上註解,1
應加上更詳細註解，且輸出可以更加完整,1
作業未上傳,1
比對時請忽略大小寫。,1
很棒可以用equalIgnore,1
很棒，完美!,0
Good Perferct!,0
寫得真好，有用到ignore,1
GOOD!!註解寫得非常清楚,1
寫得真好，註解清晰,1
符合題目敘述 很棒,1
雖然符合題目要求 但是你的grades沒有getter 請補上,1
達成題目所需要的內容了 甚至可以自行輸入名字和學號 讚,1
題目無要求須輸入學生姓名與ID,1
Great!!!!!!,0
很清楚 詳細,1
尚未繳交檔案,1
超棒的!!!，然後equal可以用ignore的,1
超級棒，做到需要的步驟，讚!,1
很棒，不過//可以刪掉一些，然後沒有輸出錯誤的名字,1
"Great!
",0
Perfect!,0
並未在grade(HashMap)的setter(getGrades)改寫為儲存以及將String轉成大寫的功能。,1
很棒 中規中矩,1
很棒 符合題目要求 有改正,1
"YJK, good!",0
0,0
只看到註解，沒有code?,1
是，很棒,0
阿你程式碼呢,0
是，很棒！,0
你好棒,0
沒有印出東西,1
很好,0
讚,0
空白喔0w0,0
是，超棒的~,0
muy bien,0
"Hello bro
hola bro muy bien la",0
nice,0
"""Hello World!"" not ""hello world"" ",1
否,0
沒有hello world,1
無,0
是,0
yes,0
未完成作業,0
連印出Hello World! 都沒辦法,1
Nothing changed,0
是的,0
"似乎沒有耶......？我這邊沒看到QAQ
",0
棒,0
你寫的超棒~,0
有完成作業,1
很棒,0
是的~~,0
可,0
有,0
你寫的很棒~,0
good,0
no,0
是，做得好,0
Hello world 沒有打驚嘆號,1
要print出 Hello World!,1
有欸你好棒,0
要記得print出Hello World喔><,1
是的~,0
很棒喔,0
可印出Hello Word!,1
"有符合題目要求print出""Hello World!""",1
有符合~,0
是。做得好java人。,0
"否，沒有加"" ! ""。",1
Y,0
符合題目要求,1
是，正確的達到了要求。,1
"是，正確的印出了""Hello World!""。",1
符合要求,1
有印出Hello World,1
有印出來，很好,1
是 達到標準,1
是，非常完美,0
有印出Hello World!，讚。,1
少一個驚嘆號，下一次注意一點,1
有印出Hello World! 讚,1
否，程式碼編譯失敗,1
有印出Hello World!字樣,1
"是, what a fucking good code!",0
很棒。,0
可以印出Hello World!字樣,1
輸出小問題，!太多了,1
沒完成,0
有，很棒。,0
輸出符合題目要求,1
未完成輸出,0
Pass,0
"是, what a fucking good code",0
沒有符合,0
很讚,0
很不錯哦,0
有符合 讚讚,0
有！簡潔明瞭！,0
有欸！,0
印出Hello World!  少印出了!,1
優秀,0
"System.out.println(""Hello World"");",1
無法執行,1
"沒有印到""!""",1
有阿,0
印不出來喔，System.out.println的S要大寫,1
太神啦,0
有達成要求,0
"是,但Hello World加個空格會更好看",1
"是,完全符合助教要求",1
"是,但如果加上'!'會更好",1
沒有打程式,1
4,0
有的,0
印不出來，System 的 S 要大寫,1
gd,0
OK,0
很棒 有印出Hello World!,1
讚 有印出Hello World!,1
Good 有印出Hello World!,1
是。,0
有達到題目要求,1
有印出Hello World!,1
G,0
有符合題目要求,1
有符合要求,1
有印出來，讚!,0
有印出要求，讚,1
有印出要求!讚,1
很棒！,0
有的，輸出很完美,0
非常完美，沒有可以挑剔的,0
完美,0
是，有完成,0
有完成,0
讚喔,0
是，輸出符合題目要求,1
"縮進符寫錯了，應該改成tab size:2, indent:2, continuation indent:4
",1
"縮進符寫錯了，應該改成tab size:2, indent:2, continuation indent:4",1
你寫得很棒喲!,0
做得好，不像我忘記訂正的java人,0
沒有像我忘記訂正，做得好java人,0
讚讚有符合,0
GREAT!,0
是，讚喔,0
依舊沒寫,0
Hello World! not hello world,1
沒有印出HelloWord呢,1
對的~,0
符合符合~,0
沒有寫任何東西,1
是 達到題目需求,1
沒有達到題目要求,1
Good Job!,0
很整齊,0
超乾淨,0
水喔,0
是 ，整齊，但tab不符合規範,1
整齊,0
我覺得可以,0
是，很整齊,0
有整齊 方便閱讀,1
是，乾淨,0
連寫都沒寫，沒有排版可言,1
世,0
是的喔！,0
整齊但tab沒有照規定,1
下次跟標準,0
式,0
記得要排版,1
有整齊，方便閱讀,1
完全沒問題，是好看的！,0
有排版,0
否，未按照規則排版,1
有整齊，好閱讀,1
要打上註解,1
記得要先用checkstyle檢查,1
版面好漂亮><,0
ㄜ...畢竟你沒變動到原始code(?,0
沒縮到排喔~,1
蘇胡,0
下面TAB的地方要記得改成 2 spaces~,1
排版整齊,1
是，排版整齊。,1
縮排記得符合規範,1
否，縮排要用兩個空格而非tab。,1
輸出那邊沒有縮排到喔,1
是，排版符合規定。,1
排版整齊，但不符合Google Checks的設定,1
整齊，但是tab沒設定好,1
google表示不喜歡你的排版,0
不錯,0
乾淨整齊,0
整齊簡單,0
整齊，但是縮排空格沒有依照老師的去做,1
"是，很乾淨
",0
非常整齊，格式也正確,1
是，整齊乾淨,0
是，排版整齊,1
整齊且乾淨,0
排版非常整齊,1
乾淨舒服。,0
否，排版未依照google規範,1
ya,0
是，很好。,0
排版未符合google規範，用點天賜的智力,1
排版整齊但不符合google checkstyle規範,1
非常整齊,0
縮排是2格Space，不是4格Space,1
有符合 很棒,0
要排版哦(用CheckStyle檢查看看),1
很整齊但不符合規定 我自己也沒有弄...,1
很整齊 但沒有符合規定,1
有！你好猛！是我第一個評到有按照規定排版的！,0
"是
",0
"排版不太整齊喔
",1
整齊，但縮排有誤,1
跟我家一樣整齊,0
太整齊了吧,0
大致上沒有問題,0
外觀看起來滿棒 但checkstyle說縮排不行,1
"是,簡潔明瞭",0
"是,且使用google check只有缺少了Java Doc而已",1
"是,且使用google checks也完全沒有問題 超厲害",1
整齊，但縮排可以更符合google規範,1
沒有符合 google style,1
沒有符合google style,1
是，但不符標準,1
不符合規定,1
空格要空正確喔,1
Perfect,0
縮排設定好像還沒設定好(右下角的2 SPACE)，但有符合224的縮排規定,1
很棒 排版很整齊,1
讚 排版很整齊,1
Good 有整齊,0
是，排版非常整齊。,1
整齊，但不符合checkstyle google check 規範,1
整齊，Checkstyle也說讚,1
排版整齊乾淨,1
不太整齊，例:public兩個大括號應該要統一,1
輸出那邊沒有縮排到,1
是，已完成更正,1
"整齊，但不符合Google規範
TAB須改用space*2",1
"不符合Google 規定，
tab須改用 double space",1
一行，非常整齊簡潔,1
乾淨整齊，用google check檢查沒有問題,1
乾淨整齊，google check檢查沒有問題,1
整齊，google checks檢查沒問題,1
很精簡，一行,0
很整齊但不符合Google Checkstyle,1
整齊但不符合Google Checkstyle,1
"沒有使用space，應使用tab
",1
應使用space取代tab,1
9 - 15行應使用space,1
整齊，但是其中格式是錯誤的應該要空兩隔的，變成四格,1
排的很好，沒有缺點,1
整齊，方便閱讀,1
有整齊,0
不整齊喔,0
是 非常整齊,0
class的Java Doc排版不整齊,1
厲害,0
是，但排版沒有照規定,1
排版整齊，讚讚,1
空格要注意,1
"有
",0
排版整齊，但還是不符合Google Checks之規定,1
空格要用space不是tab喔~,1
這堂課要用space不是tab喔~,1
是 排版整齊,1
無達到排版整齊要求,1
1,0
不要睡覺,0
讚啦,0
此次沒有變數命名,1
本次無變數使用,1
沒錯,0
這次不需要來著,0
這次似乎好像不需要？,0
這次似乎不需要？,0
本次作業無需使用變數的部分,1
本題不需用到變數,1
是。畢竟這次沒變數。,0
是，變數符合規定。,0
是，變數宣告正確。,1
是，變數宣告符合規定。,1
是，完全沒有問題,0
是。畢竟沒變數。,1
符合標準,1
是，符合標準,1
符合標準，很好,1
yeah,0
變數命名符合標準,1
變數命名符合規範,1
yse,0
很符合,0
有！畢竟沒有變數(?,1
有欸！雖然沒有變數XD,1
"是


",0
無變數,1
符合,0
Excellent,0
此次沒有變數,1
無變數需命名,1
非常好,0
是!,0
非常完美,0
超棒,0
這次不用印變數,1
這題不需要,0
目前這題不用,0
是 變數命名符合標準,1
不符合變數命名要求,1
?,0
有哩！,0
超強,0
有符合！,0
是。畢竟這次沒類別。,1
是，類別命名符合規定。,1
是，類別命名正確。,1
是。畢竟沒類別。,1
有符合,0
有照規則命名,1
類別命名符合標準,1
類別命名符合規範,1
撰寫標準,0
有！,0
優質,0
有的，太棒了!,0
無類別,1
Great,0
NICE喔,0
讚 有符合,0
無類別需命名,1
太厲害了,0
是，符合,0
非常棒,0
100分,0
完美~,0
符合喔,0
這題用不到~,0
符合命名標準,1
是 符合標準,1
不符合要求,1
是，很好,0
棒棒搭~,0
真標準,0
有的有的~符合,0
.good,0
是的是的！,0
是。畢竟這次沒命名。,1
是，方法命名符合規定。,1
是，方法命名正確。,1
是。畢竟沒命名。,1
方法命名符合標準,1
方法命名符合規範,1
命名方式正確,1
很不錯,0
棒ㄟ,0
這個也有！,0
"是

",0
太強了,0
有，太強了!,0
無方法,1
"缺句點
@param應有一個空行",1
Awesome,0
聰明!,0
無方法需命名,1
超過100分,0
目前不用,1
好像用不到，目前,1
這題好像不需要,1
是 達到撰寫標準,1
不符合命名要求,1
沒有打JavaDoc喔,1
沒有打Java Doc,1
沒有輸入Java Doc,1
否，沒有輸入javadoc,1
沒有打JavaDoc,1
沒有Java Doc,1
"no java.doc
",1
沒有JavaDoc,1
沒有打 javaDoc,1
沒有寫JavaDoc,1
市,0
沒有寫,1
太趕了，我懂,0
下次加一下,0
main class 上沒有 java doc,1
要寫註解喔~,1
你有記得ㄟQAQ，我沒有，太趕了，你真棒XD,0
JavaDoc沒有打完整,1
忘記打註解了,1
缺了些東西 不過還行,0
沒有打JavaDoc喔!,1
bad,0
否，並沒有輸入Java Doc,1
記得要寫註解~,1
程式碼一清二楚好棒>///<,1
要記得寫JavaDoc喔~~,1
你有記得耶QAQ，我忘了，你好棒！,0
要記得寫JavaDoc喔><,1
沒有使用註解!,1
沒有附上註解,1
沒有使用到註解!,1
符合，註解可以打上跟程式碼相關的說明,1
否，沒有JavaDoc。,1
沒寫,0
符合JavaDoc規範,1
JavaDoc沒有打,1
少了JavaDoc,1
沒寫java doc,1
是，有JavaDoc且符合規定。,1
缺少Javadoc,1
你沒有寫到，下次記得,1
google表示不喜歡你的註解,1
讚讚,0
"沒有加javaDoc
",1
排版很整齊！,1
加油,0
下次記得寫註解,1
並沒有,0
清楚可以理解。 (This is the demo of handing HW 結尾好像少了 . ),1
下次注意要記得寫,1
是，超棒,0
不符合,0
有寫出JavaDoc,1
沒有註解,1
開頭和內部缺少Javadoc,1
你的註解被鯊魚吃了逆?,0
小小的未符合,0
沒有寫Java Doc註解,1
沒有撰寫JavaDoc,1
no java.doc,1
註解未用JavaDoc,1
缺少Java Doc,1
JavaDoc的第一句缺少句點,1
少一個註解，另外有寫的註解少一個*,1
要記得加上JavaDoc~~,1
太厲害了，竟然有記得加上去,0
"main函式的註解少了""傳入參數的說明""",1
沒有寫Java doc 那麼短的時間哪夠寫QQ,1
沒有寫QQ,0
來不及寫對不對QQ記得補上！,0
"沒有用到javaDoc
",1
沒辦法執行喔,1
沒java document,1
沒有JavaDoc，太壞了吧,1
居然有寫,0
沒有,0
JavaDoc打完要句點，跟你被句點一樣.,1
沒有 記得加喔~~,0
檔案內沒有 JavaDoc,1
可以去看助教講義第41頁,1
"否,沒有寫JavaDoc",1
"是,完全符合 詳細好理解",1
沒有符合JavaDoc規範,1
不符合JavaDoc ，可以去看助教第41頁,1
未寫,0
要用styel check來檢查,1
Dynamite,0
JavaDoc打完要句點，跟你被句點一樣,1
還是沒有補上註解喔~,1
OH YEAH!,0
很棒 註解都符合規範,1
讚 註解都符合規範,1
Good 註解有符合規範 內容可以改成跟程式碼相關的註解說明,1
main 的 JavaDoc 沒有解釋 String[] args 。,1
符合javadoc,1
你少打JavaDoc了喔,1
每個public都要有JavaDoc,1
JavaDoc不完整，還有漏掉的東西沒有寫,1
詳細的註解,1
uncompleted,0
註解清楚,1
"上面的Javadoc似乎想打雙引號 "" "" ，但你打成 : "" 了喔。",1
程式內無JavaDoc,1
很神奇地合乎規格...,0
很好 good,0
符合! 讚,0
是! 讚,0
意外的合乎規範 或許下次可以加個 @param,1
沒有寫Java Doc,1
每個class皆沒有寫JavaDoc,1
下次要記得寫，main與程式都要各一個,1
非常完美，沒有可以挑剔的，寫得很完整,1
寫得很好,0
撰寫的讓人容易理解,1
撰寫得容易理解,1
沒問題,0
記得寫Javadoc,1
沒有寫喔,0
註解符合Java Doc規範，也滿清楚的,1
註解有解釋清楚,1
main method 的 Java Doc 缺少輸入變數解釋,1
要寫JavaDoc喔><,1
請使用space代替tab,1
優,0
main 上面的註解少了 @param args,1
沒javadoc,1
"JavaDoc不完整，還有漏掉的東西沒有寫
可以對照物件導向設計實習- 4 的第41頁",1
有寫JavaDoc，讚讚,1
有補上JavaDoc了，讚讚,1
沒有加註解,1
還是沒有javadoc,1
還是缺少Javadoc,1
給過 太狠了,0
"HelloWorld 下面要加一下註解 
/**
*
*@param args (這裡加變數說明)
*/",1
否，缺少Javadco,1
目前最棒的一個！,0
有的~,0
是 達到符合javadoc標準,1
是 符合javadoc標準,1
不符合JAVADOC要求,1
全部都有完整完成,1
是，很完整,0
作業未完成,1
Java file outside of source root,1
是，寫得很棒~,0
code完全空白，未完成作業!,1
執行結果有符合題目要求，但變數過多，題目只要求三個,1
